,title,genres,developer,publisher,release_date
22376,Unbreakable Vr Runner,"['Action', ' Adventure', ' Indie', ' Sports', ' Early Access']",Miikka Åsnabrygg,Miikka Åsnabrygg,2016-07-04
22379,Ancient VR coaster,"['Adventure', ' Casual', ' Indie', ' Simulation']",Crovax Studios,Crovax Studios,2016-07-04
22388,Dimensional,"['Action', ' Adventure', ' Indie']",Brett Jackson,Head Start Design,2016-12-14
22394,,,,,
22398,,,,,
22400,,,,,
22401,,,,,
22402,,,,,
22410,Rec Room,"['Action', ' Adventure', ' Casual', ' Free to Play', ' Massively Multiplayer', ' Sports', ' Early Access']",Against Gravity®,Against Gravity®,2016-06-01
22411,VeeR Pong,"['Casual', ' Simulation', ' Sports']",Ian Slattery,Ian Slattery,2017-05-29
22417,Starters Orders 6 Horse Racing,"['Simulation', ' Sports', ' Strategy']",Strategic Designs Ltd.,Strategic Designs Ltd.,2016-06-29
22429,,,,,
22433,,,,,
22435,Final Strike,"['Action', ' Indie', ' Simulation', ' Early Access']",Ghost Machine,Ghost Machine,2016-06-23
22459,,,,,
22491,DEMIAN,,,,2016-06-20
22493,,,,,
22496,,,,,
22499,Garage Drummer VR,"['Audio Production', ' Early Access']",Blazing Tree Studio,Blazing Tree Studio,2016-06-21
22518,Armed Against the Undead,"['Action', ' Adventure', ' Early Access']",Rank17,Rank17,2016-06-17
22520,,,,,
22538,Zaccaria Pinball,"['Action', ' Casual', ' Free to Play', ' Indie', ' Simulation', ' Sports', ' Early Access']",Magic Pixel Kft.,Magic Pixel Kft.,2016-06-16
22590,The Nest,"['Action', ' Indie', ' Simulation', ' Sports', ' Early Access']",invrse studios,invrse studios,2016-06-14
22592,Lost Route,"['Adventure', ' Indie', ' Early Access']",Imbanova Entertainment Inc.,Imbanova Entertainment Inc.,2016-06-17
22598,Break Ups,,,,2016-06-13
22628,V ARRR,"['Action', ' Adventure', ' Indie', ' Simulation']",Blackjard Softworks,Blackjard Softworks,2016-06-10
22637,,,,,
22643,Deathwave,"['Action', ' Indie', ' Early Access']",,,2016-06-09
22670,The Expendables 3,,,,2014-11-25
22680,PlanetFate,"['Action', ' Indie', ' Strategy', ' Early Access']",Aaron Matthies,Aaron Matthies,2016-06-06
22701,,,,,
22702,,,,,
22703,The Solus Project,"['Adventure', ' Indie', ' Simulation']",Hourences,Teotl Studios,2016-06-07
22709,,,,,
22730,,,,,
22743,Kodon,"['Animation & Modeling', ' Design & Illustration', ' Utilities', ' Early Access']",TenkLabs,TenkLabs,2016-06-03
22775,,,,,
22777,Arachnophobia,"['Casual', ' Simulation']",IgnisVR,IgnisVR,2016-06-01
22787,Directionless,['Indie'],Zach Tsiakalis-Brown,Zach Tsiakalis-Brown,2016-05-31
22819,,,,,
22822,,,,,
22845,ASTROKILL,"['Action', ' Indie', ' Simulation', ' Early Access']",Doomsday Games,Doomsday Games,2016-05-27
22846,,,,,
22962,Hyper Bowling VR,"['Casual', ' Sports']",Blaze Forward Games,Blaze Forward Games,2016-05-11
22981,,,,,
22982,,,,,
22983,,,,,
22984,,,,,
22985,,,,,
22986,,,,,
22987,,,,,
22988,Alex Cross,,,,2013-02-05
22989,The Bank Job,,,,2008-07-15
22990,,,,,
22991,American Heist,,,,2015-09-08
22992,Counterpunch,,,,2013-01-15
22993,,,,,
22994,Chaos,,,,2008-02-19
22995,Dragon Blade,,,,2015-12-22
22996,Fire with Fire,,,,2012-11-06
22997,Extract,,,,2010-03-01
22998,The Fog,,,,2002-08-27
22999,Gangs of New York,,,,2003-07-01
23000,The Graduate,,,,1998-12-22
23001,,,,,
23002,The Haunting in Connecticut,,,,2009-07-14
23003,Gutshot Straight,,,,2014-12-02
23004,,,,,
23005,Safe,,,,2012-09-04
23006,,,,,
23007,Made,,,,2001-11-27
23008,Red 2,,,,2013-11-26
23009,,,,,
23010,Scream 2,,,,1998-04-04
23012,7 Assassins,,,,2014-12-23
23013,,,,,
23017,,,,,
23020,,,,,
23025,,,,,
23026,,,,,
23027,,,,,
23028,Planet Hulk,,,,2010-02-02
23029,,,,,
23030,Glitchspace,"['Adventure', ' Indie']",Space Budgie,Space Budgie,2016-05-05
23075,,,,,
23076,Yon Paradox,"['Casual', ' Indie']",Digital Mantis,"IV Productions, Merge Games",2016-05-06
23102,Astral Domine,"['Adventure', ' Indie']",Spectral Illusions,Spectral Illusions,2016-05-01
23109,Vintage VR,"['Casual', ' Free to Play']",Dunderware,MuseumSyndicate.com,2016-05-02
23131,Ricerca VR,['Indie'],"The Family, LLC","The Family, LLC",2016-05-01
23133,Valiant,"['Action', ' Early Access']",Offpeak Games,Offpeak Games,2016-05-02
23137,Kismet,"['Casual', ' Indie']",Psyop,Psyop,2016-05-02
23146,Cyberpong,"['Action', ' Casual', ' Sports']","COLOPL, Inc.","COLOPL, Inc.",2016-04-28
23157,PresenZ,['Video Production'],Nozon,Nozon,2016-04-28
23161,City Z,"['Action', ' Indie']",Little Cloud Games,Little Cloud Games,2016-04-29
23166,Vertigo,"['Action', ' Adventure', ' Indie']",Zach Tsiakalis-Brown,Zulubo Productions,2016-12-22
23194,HoloBall,"['Action', ' Indie', ' Sports']",TreeFortress Games,TreeFortress Games,2016-04-25
23199,,,,,
23201,Sky Tower,"['Casual', ' Indie', ' Simulation']",Animootor,Animootor,2016-04-25
23218,Chasing Amy,,,,1998-08-25
23220,The Last Stand,,,,2013-05-21
23221,Clerks,,,,1994-10-19
23222,Scream,,,,1997-12-03
23223,Empire State,,,,2013-09-03
23224,Scream 3,,,,2004-04-20
23225,Conan the Barbarian,,,,2011-08-19
23226,Swingers,,,,1997-05-20
23227,,,,,
23228,Jay and Silent Bob Strike Back,,,,2002-02-26
23229,12 Rounds 3 Lockdown,,,,2015-12-22
23230,,,,,
23231,The Blair Witch Project,,,,1999-10-22
23232,The Cabin in the Woods,,,,2012-04-13
23233,Texas Chainsaw,,,,2013-01-04
23234,Adventureland,,,,2009-04-02
23236,Hesher,,,,2011-09-13
23237,PI,,,,1999-01-12
23238,Drive Angry,,,,2011-07-01
23239,The Prophecy 2,,,,2001-08-07
23240,The Prophecy,,,,2003-07-29
23241,Nurse,,,,2014-02-07
23242,The Wash,,,,2002-03-12
23243,Crank,,,,2007-01-09
23244,,,,,
23245,Confessions of a Dangerous Mind,,,,2003-09-09
23246,,,,,
23247,Kickboxer,,,,2003-07-15
23248,Octane,,,,2009-06-30
23249,Vampire,,,,2013-08-20
23250,,,,,
23253,The Hurt Locker,,,,2009-06-26
23255,Reservoir Dogs,,,,1992-10-23
23256,Rounders,,,,1999-02-09
23257,Jackie Brown,,,,2002-08-20
23258,FROM DUSK TILL DAWN,,,,1996-01-19
23259,Sin City,,,,2005-04-01
23260,,,,,
23261,American Psycho,,,,2000-04-14
23262,,,,,
23263,Daybreakers,,,,2010-05-11
23264,,,,,
23265,War,,,,2008-01-01
23266,Cop Land,,,,1998-04-21
23267,Cooties,,,,2015-12-01
23268,Snitch,,,,2013-02-22
23269,Bad Lieutenant,,,,1993-08-18
23270,Escape From New York,,,,2016-04-22
23271,This is Spinal Tap,,,,1984-03-02
23272,Bad Santa,,,,2003-11-26
23273,,,,,
23274,Return of the Living Dead 3,,,,2001-08-28
23275,Hero,,,,2004-11-30
23276,Leprechaun 2,,,,1995-09-26
23277,Russkies,,,,1987-11-06
23278,,,,,
23279,Leprechaun 3,,,,2001-02-27
23280,Sicario,,,,2016-01-05
23281,Two Family House,,,,2000-10-06
23282,The Hunger Games,,,,2012-03-23
23283,Divergent,,,,2014-03-21
23284,,,,,
23285,,,,,
23286,Escape Plan,,,,2013-10-18
23287,Twilight,,,,2009-06-01
23288,,,,,
23289,,,,,
23290,,,,,
23291,The Last Witch Hunter,,,,2016-02-02
23292,,,,,
23293,Dredd,,,,2013-01-08
23294,The Expendables 2,,,,2012-08-17
23295,The Expendables,,,,2010-08-13
23296,Saw 2,,,,2006-02-14
23297,Saw 4,,,,2008-01-22
23298,Saw 6,,,,2010-01-26
23299,Saw 5,,,,2009-01-20
23300,Saw,,,,2005-02-15
23301,,,,,
23302,Saw 3,,,,2007-01-23
23303,Now You See Me,,,,2013-05-31
23304,,,,,
23305,,,,,
23306,Pulp Fiction,,,,1994-10-14
23307,Evil Dead 2,,,,1987-09-30
23308,Red,,,,2010-10-15
23326,Ice Lakes,"['Indie', ' Simulation', ' Sports']",Iceflake Studios,Iceflake Studios,2016-04-19
23351,The Collider 2,"['Action', ' Casual', ' Racing']",Shortbreak Studios s.c.,Shortbreak Studios s.c.,2016-04-19
23367,Zombie Training Simulator,['Action'],"Acceleroto, Inc.","Acceleroto, Inc.",2016-04-15
23368,SurrealVR,"['Adventure', ' Casual', ' Free to Play', ' Indie', ' Massively Multiplayer', ' Simulation']",Surreal Games,Surreal Games,2016-04-15
23371,Deer Man,"['Adventure', ' Casual', ' Indie']",Red Mount Media,Red Mount Media,2016-04-11
23413,,,,,
23417,Vrideo,['Utilities'],"Vrideo, Inc.","Vrideo, Inc.",2016-04-08
23437,,,,,
23441,,,,,
23472,Gunjack,"['Action', ' Casual']",CCP,CCP,2016-04-05
23474,Hotel Blind,"['Casual', ' Indie', ' Simulation']",Serellan LLC,Serellan LLC,2016-04-05
23476,Gunslinger Trainer,"['Action', ' Simulation', ' Early Access']",Marcus Nichols,HyperPub,2016-04-05
23478,HTC Vive,,,,2016-04-05
23479,,,,,
23484,,,,,
23487,Atlas Reactor VR Character Viewer,['Strategy'],Trion Worlds,Trion Worlds,2016-04-05
23488,,,,,
23489,Budget Cuts Demo,"['Action', ' Adventure', ' Indie']",Neat Corporation,Neat Corporation,2016-04-05
23490,,,,,
23492,,,,,
23493,Minigame Party VR,"['Action', ' Casual', ' Indie']",Scornz,Scornz,2016-04-05
23494,,,,,
23495,Modbox,"['Casual', ' Indie', ' Simulation', ' Early Access']",Alientrap,Alientrap,2016-04-05
23496,theBlu,"['Adventure', ' Casual', ' Indie', ' Simulation']","Wevr, Inc.","Wevr, Inc.",2016-04-05
23497,Audioshield,['Indie'],Dylan Fitterer,Dylan Fitterer,2016-04-05
23498,,,,,
23500,Fantastic Contraption,"['Indie', ' Simulation']",Northway Games,Northway Games,2016-04-05
23501,Hover Junkers,"['Action', ' Adventure', ' Indie']",Stress Level Zero,Stress Level Zero,2016-04-05
23506,,,,,
23507,Bowslinger,"['Casual', ' Indie', ' Sports']",Pompaduo,Pompaduo,2016-04-05
23508,Realities,"['Adventure', ' Free to Play', ' Simulation']",realities.io,realities.io,2016-04-05
23513,The Rose and I,"['Casual', ' Indie']",Eugene Chung,Penrose Studios,2016-04-05
23515,Job Simulator,['Simulation'],Owlchemy Labs,Owlchemy Labs,2016-04-05
23516,The FOO Show featuring Will Smith,"['Simulation', ' Early Access']","FOO VR, Inc.","FOO VR, Inc.",2016-04-05
23517,Space Bit Attack,"['Action', ' Indie']","Lucid Sight, Inc.","Lucid Sight, Inc.",2016-04-05
23518,Felt Tip Circus,"['Action', ' Casual', ' Indie']",Alpha Wave Entertainment,AAD Productions,2016-04-05
23519,VR Baseball,"['Indie', ' Sports']",Rank17,Rank17,2016-04-04
23525,,,,,
23526,,,,,
23527,,,,,
23528,Final Approach,"['Action', ' Casual', ' Indie', ' Simulation', ' Strategy']",Phaser Lock Interactive,Phaser Lock Interactive,2016-04-04
23529,,,,,
23530,IKEA VR Experience,['Free to Play'],IKEA Communications AB,IKEA Communications AB,2016-04-05
23531,Holopoint,"['Action', ' Indie', ' Simulation', ' Sports']","Alzan Studios, LLC","Alzan Studios, LLC",2016-04-04
23532,Marble Mountain,"['Action', ' Adventure', ' Casual', ' Indie']",Lightning Rock,Lightning Rock,2016-04-05
23533,,,,,
23534,Unseen Diplomacy,"['Action', ' Indie', ' Simulation']",Triangular Pixels,Triangular Pixels,2016-04-04
23535,A Legend of Luca,"['Action', ' Adventure', ' Indie']",Legend Studio,Legend Studio,2016-04-05
23536,,,,,
23537,Jeeboman,"['Action', ' Indie']",Futuretown,Futuretown,2016-04-05
23539,,,,,
23540,Whirligig VR Media Player,"['Utilities', ' Video Production', ' Early Access']",Philip Day,Philip Day,2016-04-04
23548,Gumball Drift,"['Action', ' Racing', ' Sports']",Ghost Machine,Ghost Machine,2016-04-05
23561,,,,,
23570,Virtual Desktop,['Utilities'],Guy Godin,Guy Godin,2016-03-31
23584,Tower Unite Dedicated Server,,,,2016-03-29
23595,Crystal Rift,"['Adventure', ' Indie']",Psytec Games Ltd,Psytec Games Ltd,2016-03-30
23603,Thank You For Playing,,,,2016-03-29
23611,Amigdala,"['Action', ' Adventure', ' Indie']",GuidiGermano,GuidiGermano,2016-03-28
23625,MadOut Open City,"['Action', ' Indie', ' Racing', ' Simulation', ' Sports']",MadOut Games,MadOut Games,2015-12-18
23631,SAMOLIOTIK,"['Action', ' Casual', ' Indie']",,,2016-03-25
23637,ADR1FT,"['Adventure', ' Indie']",THREE ONE ZERO,505 Games,2016-03-28
23639,,,,,
23641,Bazaar,"['Indie', ' Strategy']",Temple Gates Games,Temple Gates Games,2016-03-28
23671,,,,,
23677,Spell Fighter VR,"['Action', ' Adventure', ' Indie', ' RPG']",Kubold,Kubold,2016-03-01
23780,Engage,"['Education', ' Software Training', ' Utilities', ' Early Access']",Immersive VR Education Ltd.,Immersive VR Education Ltd.,2016-03-15
23821,,,,,
23829,Bellflower,,,,2016-03-10
23845,Buzzard,,,,2016-03-09
23877,,,,,
23886,,,,,
23891,Magnetic,,,,2016-03-04
23920,Coherence,,,,2014-06-20
24116,Void 21,"['Action', ' Indie', ' Racing']",Taranasus Studio,Taranasus Studio,2016-04-04
24123,BrainBread 2 Mod Tools,,,,2016-02-17
24132,JourneyQuest Season Two,,,,2012-08-10
24133,JourneyQuest Season One,,,,2010-10-01
24222,,,,,
24224,,,,,
24225,,,,,
24226,Naruto Shippuden the Movie,,,,2007-08-04
24227,,,,,
24228,,,,,
24229,,,,,
24230,,,,,
24231,,,,,
24235,,,,,
24237,,,,,
24251,,,,,
24280,,,,,
24293,Water Bears VR,"['Casual', ' Indie']",Schell Games,Schell Games,2016-02-01
24646,,,,,
24706,Iverson,,,,2015-12-08
24707,,,,,
24794,Metaverse Construction Kit,"['Casual', ' Free to Play', ' Indie', ' Simulation']",Metaware,Metaware,2015-12-06
24797,DiRT Rally,"['Racing', ' Simulation', ' Sports']",Codemasters Racing Studio,"Codemasters, Feral Interactive (Linux), Feral Interactive (Mac)",2015-12-07
24820,Night Owls,,,,2015-12-04
24832,Fall of the Titanic,"['Adventure', ' Casual', ' Indie', ' Simulation']",TheWgames,TheWgames,2015-12-03
24836,,,,,
24871,Sculpting and Rendering an Axehead Demon,,,,2015-12-02
24872,Sculpting and Rendering a Biomech Creature Bust,,,,2015-12-02
24873,Sculpting and Rendering a Cthulhu Bust,,,,2015-12-02
24875,Creature Concepting In 3D,,,,2015-12-02
24880,,,,,
24919,,,,,
24994,,,,,
25050,,,,,
25051,,,,,
25053,Dota 2 Player Profiles,,,,2015-11-12
25083,,,,,
25091,Louie Cooks,"['Casual', ' Indie']",starlit studios,"starlit studios, http",2015-11-10
25095,Steam Link,,,,2015-11-10
25098,Syber Steam Machine,,,,2015-11-10
25116,Code Girl,,,,2015-11-06
25124,Enemy Empire,,,,2015-03-03
25130,,,,,
25135,,,,,
25139,,,,,
25213,Boogeyman,"['Action', ' Indie', ' Strategy']",Barry McCabe,Clockwork Wolf,2015-11-02
25214,Cloudrift,"['Action', ' Casual', ' Indie']",friendlyOctopus,friendlyOctopus,2015-10-30
25310,Molly,,,,2014-03-07
25318,,,,,
25334,Catching Up,,,,2011-04-01
25364,Introduction to Modo,,,,2015-09-15
25365,,,,,
25366,Working Faster in Modo,,,,2015-09-24
25367,Modeling a Transport Vehicle in Modo,,,,2015-09-27
25368,,,,,
25413,,,,,
25423,All Fall Down,"['Action', ' Adventure', ' Indie']",khos85,khos85,2015-10-16
25444,Caffeine,"['Adventure', ' Indie']",Incandescent Imaging,Incandescent Imaging,2015-10-12
25457,Noximilian the Clockmaker,,,,2015-10-13
25503,Sublevel Zero Redux,"['Action', ' Indie']",Sigtrap,Sigtrap,2015-10-08
25565,Double Fine Adventure,,,,2015-10-01
25574,Nevermind,"['Adventure', ' Indie']",Flying Mollusk,Flying Mollusk,2015-09-29
25614,Euclidean,"['Action', ' Casual', ' Indie']",Alpha Wave Entertainment,AAD Productions,2015-09-25
25653,Planetship,"['Action', ' Adventure', ' Indie']",John Lawrence,John Lawrence,2015-02-06
25687,,,,,
25701,,,,,
25723,The Man From Orlando,,,,2012-09-07
25748,Future Farmer,,,,2008-08-01
25750,Gillespie,,,,2010-08-01
25751,,,,,
25779,The Facility,"['Action', ' Adventure', ' Early Access']",PolyDigital,PolyDigital,2015-09-03
25788,Mad Max Beyond Thunderdome,,,,1985-07-10
25789,,,,,
25793,,,,,
25809,Metal Gear Solid Legacy,,,,2015-09-01
25899,Universe Sandbox ²,"['Casual', ' Indie', ' Simulation', ' Early Access']",Giant Army,Giant Army,2015-08-24
25972,,,,,
26041,,,,,
26056,Metro Warp,"['Casual', ' Indie', ' Strategy']",Another Yeti,Another Yeti,2015-08-05
26058,REST DAYS,,,,2014-12-10
26060,,,,,
26061,,,,,
26085,THE BASEMENT,,,,2015-05-15
26089,JUMP,"['Action', ' Indie']",Endeavor One Inc.,Endeavor One Inc.,2015-07-30
26092,Diving Normal,,,,2015-01-15
26105,,,,,
26106,,,,,
26109,,,,,
26150,Fork Truck Challenge,"['Indie', ' Simulation', ' Early Access']",Mint Arcade Ltd.,Mint Arcade Ltd.,2015-07-24
26206,A Survey of Open Space,,,,2014-08-10
26224,,,,,
26239,Good Night,,,,2013-11-15
26245,,,,,
26247,,,,,
26270,Circle The Wagen,,,,2014-07-29
26275,In The Shadow,,,,2013-03-01
26289,Losing LeBron,,,,2014-05-20
26291,,,,,
26343,,,,,
26379,Dungeon Hero,"['Action', ' Adventure', ' Casual', ' Indie', ' RPG']",Grzegorz Slazinski,Grzegorz Slazinski,2015-07-07
26383,,,,,
26384,Good Game,,,,2014-03-11
26411,Creature Factory 2,,,,2015-07-06
26413,Knee Deep,"['Adventure', ' Indie']",Prologue Games,Prologue Games,2015-07-06
26424,,,,,
26465,Reflections,"['Adventure', ' Indie', ' Early Access']",Broken Window Studios,Broken Window Studios,2015-06-26
26475,All Is Dust,"['Adventure', ' Free to Play']",Mannequin Games LLC,Mannequin Games LLC,2015-06-26
26484,,,,,
26495,,,,,
26531,In Search of the Most Dangerous Town on the Internet,,,,2015-06-18
26720,Dungeon Crawlers HD,"['Indie', ' RPG', ' Strategy']",Drowning Monkeys Games,Drowning Monkeys Games,2015-06-01
26739,Kung Fury,,,,2015-05-28
26770,Blender Game Asset Creation,,,,2015-05-29
26774,Catlateral Damage,"['Action', ' Casual', ' Indie', ' Simulation']",Chris Chung,Chris Chung,2015-05-27
26804,,,,,
26805,,,,,
26847,,,,,
26848,DREAMFLIGHT VR,"['Adventure', ' Simulation']",REFUGIO3D®,"REFUGIO3D®, Claudio Panzanaro",2016-01-16
26861,Monstrum,['Indie'],Team Junkfish,Team Junkfish,2015-05-20
26975,Football Manager Ruined My Life,,,,2015-05-08
27037,,,,,
27073,Spermination,"['Action', ' Indie', ' Racing']",Phr00t's Software,Phr00t's Software,2015-04-29
27123,,,,,
27142,,,,,
27264,,,,,
27272,,,,,
27278,Elite Dangerous,"['Action', ' Adventure', ' Massively Multiplayer', ' RPG', ' Simulation', ' Strategy']",Frontier Developments,Frontier Developments,2015-04-02
27360,gravilon,"['Adventure', ' Indie', ' Strategy']",,,2015-03-30
27368,Motivational Growth,,,,2015-03-31
27375,From Bedrooms to Billions,,,,2015-03-31
27593,SuperBike TT,"['Racing', ' Sports', ' Early Access']",Ghost Machine,Ghost Machine,2015-02-25
27603,MyDream,"['Action', ' Adventure', ' Casual', ' Free to Play', ' Indie', ' RPG', ' Early Access']","MyDream Interactive, Inc","MyDream Interactive, Inc",2015-02-20
27706,Crashed Lander,['Indie'],Don Whitaker,Brain Blinks,2014-06-17
27828,InMind VR,"['Action', ' Casual', ' Free to Play', ' Indie']",Luden.io,Nival,2015-01-19
27877,iRacing,"['Massively Multiplayer', ' Racing', ' Simulation', ' Sports']",iRacing.com Motorsport Simulations,"iRacing.com Motorsport Simulations, iRacing",2015-01-12
27889,The Making of Grim Fandango Remastered,,,,2015-01-13
27893,,,,,
27964,Assetto Corsa,"['Indie', ' Racing', ' Simulation', ' Sports']",Kunos Simulazioni,Kunos Simulazioni,2014-12-19
27983,BOMB Dedicated Server,,,,2014-12-17
28075,Distance,"['Action', ' Indie', ' Racing', ' Early Access']",Refract,Refract,2014-12-09
28182,Battle Fleet 2,"['Simulation', ' Strategy']",Mythical City Games,Mythical City Games,2014-11-20
28467,Double Action Dedicated Server,,,,2014-10-01
28652,World of Diving,"['Adventure', ' Indie', ' Simulation', ' Early Access']",Vertigo Games,Vertigo Games,2014-08-26
28662,,,,,
28671,NoLimits 2 Roller Coaster Simulation Demo,"['Indie', ' Simulation']",Ole Lange,Mad Data GmbH & Co. KG,2014-08-21
28807,Selknam Defense,"['Action', ' Indie', ' Strategy']",,,2014-07-25
28811,Us and the Game Industry,,,,2014-07-28
29167,Super Game Jam,,,,2014-05-22
29528,Free to Play,,,,2014-03-19
29867,Nimble Quest,"['Action', ' Casual', ' Indie']",,,2013-12-06
29873,Race The Sun,"['Action', ' Indie', ' Racing']",Flippfly LLC,Flippfly LLC,2013-12-09
29919,,,,,
29921,,,,,
29922,,,,,
29925,Dead Sky,"['Action', ' Indie']",,,2013-11-22
29935,Beast Boxing Turbo,"['Action', ' Indie', ' Sports']",,,2013-11-19
29988,A Walk in the Dark,"['Action', ' Indie']",,,2013-11-07
30013,Vox,"['Action', ' Adventure', ' Indie', ' RPG', ' Early Access']",,,2013-11-12
30119,,,,,
30198,Artemis Spaceship Bridge Simulator,"['Action', ' Indie', ' Simulation']",,,2013-09-16
30243,,,,,
30247,Protocell,['Indie'],,,2013-08-28
30292,,,,,
30313,DCS World,"['Free to Play', ' Simulation']",Eagle Dynamics SA,The Fighter Collection,2013-03-18
30322,,,,,
30342,Dota 2,"['Action', ' Free to Play', ' Strategy']",Valve,Valve,2013-07-09
30610,,,,,
31228,Lunar Flight,"['Indie', ' Simulation']",Shovsoft,Shovsoft,2012-01-15
32113,GizmoVR Video Player,['Utilities'],DRI Digital Retail Innovations LTD,DRI Digital Retail Innovations LTD,2018-01-05
32143,Mortars VR,"['Action', ' Casual', ' Indie', ' Strategy', ' Early Access']",Growl Interactive,Growl Interactive,2018-01-03
32144,,,,,
32146,,,,,
32147,The Gamble House,,,,2016-11-19
32148,,,,,
32150,,,,,
32151,Cricket Club,"['Casual', ' Indie', ' Simulation', ' Sports', ' Early Access']",VersoVR,VersoVR,2018-01-18
32159,Log Challenge,"['Action', ' Casual', ' Indie', ' Sports']",CGPills,CGPills,2018-01-04
32165,Marius,['Free to Play'],Granola Studios,Granola Studios,2018-01-05
32166,Snowmania,"['Casual', ' Indie']",Legacy Productions,VRena,2017-12-01
